date,d,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,temperature,fuel_price,cpi,unemployment
2023-09-13,d_256,2023_37,Wednesday,3,9,2023,,,,,0,0,0,73.9,3.01,299.41,4.19
2023-09-14,d_257,2023_37,Thursday,4,9,2023,,,,,0,0,0,71.9,2.85,299.92,4.16
2023-09-15,d_258,2023_37,Friday,5,9,2023,,,,,0,0,0,67.5,2.98,299.95,4.14
2023-09-16,d_259,2023_37,Saturday,6,9,2023,,,,,0,0,0,68.5,3.1,299.43,4.25
2023-09-17,d_260,2023_37,Sunday,7,9,2023,,,,,0,0,0,61.9,2.98,299.5,4.23
2023-09-18,d_261,2023_38,Monday,1,9,2023,,,,,0,0,0,67.3,2.91,299.9,4.14
2023-09-19,d_262,2023_38,Tuesday,2,9,2023,,,,,0,0,0,66.9,2.9,299.37,4.21
2023-09-20,d_263,2023_38,Wednesday,3,9,2023,,,,,0,0,0,69.0,2.9,299.55,4.14
2023-09-21,d_264,2023_38,Thursday,4,9,2023,,,,,0,0,0,64.8,2.91,299.77,4.12
2023-09-22,d_265,2023_38,Friday,5,9,2023,,,,,0,0,0,69.6,2.9,300.15,4.24
2023-09-23,d_266,2023_38,Saturday,6,9,2023,,,,,0,0,0,72.0,3.0,299.53,4.1
2023-09-24,d_267,2023_38,Sunday,7,9,2023,,,,,0,0,0,67.4,2.78,299.05,4.24
2023-09-25,d_268,2023_39,Monday,1,9,2023,,,,,0,0,0,68.1,2.98,299.04,4.18
2023-09-26,d_269,2023_39,Tuesday,2,9,2023,,,,,0,0,0,66.3,2.88,299.32,4.18
2023-09-27,d_270,2023_39,Wednesday,3,9,2023,,,,,0,0,0,65.7,2.94,299.32,4.22
2023-09-28,d_271,2023_39,Thursday,4,9,2023,,,,,0,0,0,61.8,2.81,299.8,4.23
2023-09-29,d_272,2023_39,Friday,5,9,2023,,,,,0,0,0,66.7,3.01,299.4,4.16
2023-09-30,d_273,2023_39,Saturday,6,9,2023,,,,,0,0,0,64.3,3.0,299.61,4.24
2023-10-01,d_274,2023_39,Sunday,7,10,2023,,,,,1,1,1,75.0,2.97,299.6,4.21
2023-10-02,d_275,2023_40,Monday,1,10,2023,,,,,1,1,1,72.1,2.77,299.76,4.15
2023-10-03,d_276,2023_40,Tuesday,2,10,2023,,,,,1,1,1,65.8,2.96,300.48,4.2
2023-10-04,d_277,2023_40,Wednesday,3,10,2023,,,,,1,1,1,59.8,2.92,300.23,4.28
2023-10-05,d_278,2023_40,Thursday,4,10,2023,,,,,1,1,1,57.7,2.76,299.99,4.3
2023-10-06,d_279,2023_40,Friday,5,10,2023,,,,,1,1,1,69.0,2.88,299.82,4.26
2023-10-07,d_280,2023_40,Saturday,6,10,2023,,,,,1,1,1,64.0,2.91,299.85,4.16
2023-10-08,d_281,2023_40,Sunday,7,10,2023,,,,,0,0,0,64.8,2.92,300.17,4.25
2023-10-09,d_282,2023_41,Monday,1,10,2023,,,,,0,0,0,53.4,2.89,300.29,4.27
2023-10-10,d_283,2023_41,Tuesday,2,10,2023,,,,,0,0,0,66.5,2.9,299.71,4.27
2023-10-11,d_284,2023_41,Wednesday,3,10,2023,,,,,0,0,0,63.8,2.99,300.11,4.28
2023-10-12,d_285,2023_41,Thursday,4,10,2023,,,,,0,0,0,55.7,2.97,299.3,4.26
2023-10-13,d_286,2023_41,Friday,5,10,2023,,,,,0,0,0,58.6,2.64,300.21,4.24
2023-10-14,d_287,2023_41,Saturday,6,10,2023,,,,,0,0,0,62.0,2.84,300.45,4.22
2023-10-15,d_288,2023_41,Sunday,7,10,2023,,,,,0,0,0,60.7,2.85,300.05,4.16
2023-10-16,d_289,2023_42,Monday,1,10,2023,,,,,0,0,0,58.6,2.72,300.91,4.27
2023-10-17,d_290,2023_42,Tuesday,2,10,2023,,,,,0,0,0,59.3,2.87,299.85,4.27
2023-10-18,d_291,2023_42,Wednesday,3,10,2023,,,,,0,0,0,58.3,2.96,300.31,4.29
2023-10-19,d_292,2023_42,Thursday,4,10,2023,,,,,0,0,0,60.0,2.77,300.22,4.2
2023-10-20,d_293,2023_42,Friday,5,10,2023,,,,,0,0,0,66.4,2.88,300.22,4.3
2023-10-21,d_294,2023_42,Saturday,6,10,2023,,,,,0,0,0,45.9,2.78,300.23,4.37
2023-10-22,d_295,2023_42,Sunday,7,10,2023,,,,,0,0,0,57.3,2.8,300.33,4.28
2023-10-23,d_296,2023_43,Monday,1,10,2023,,,,,0,0,0,59.1,2.97,300.65,4.28
2023-10-24,d_297,2023_43,Tuesday,2,10,2023,,,,,0,0,0,59.4,2.81,300.88,4.3
2023-10-25,d_298,2023_43,Wednesday,3,10,2023,,,,,0,0,0,55.9,2.89,300.35,4.39
2023-10-26,d_299,2023_43,Thursday,4,10,2023,,,,,0,0,0,48.7,2.7,300.69,4.24
2023-10-27,d_300,2023_43,Friday,5,10,2023,,,,,0,0,0,58.8,3.0,300.1,4.3
2023-10-28,d_301,2023_43,Saturday,6,10,2023,,,,,0,0,0,65.6,2.9,300.71,4.26
2023-10-29,d_302,2023_43,Sunday,7,10,2023,,,,,0,0,0,49.0,2.84,300.11,4.28
2023-10-30,d_303,2023_44,Monday,1,10,2023,,,,,0,0,0,60.8,2.9,300.87,4.3
2023-10-31,d_304,2023_44,Tuesday,2,10,2023,Halloween,National,,,0,0,0,54.6,2.74,301.34,4.38
2023-11-01,d_305,2023_44,Wednesday,3,11,2023,,,,,1,1,1,55.7,2.94,300.42,4.4
2023-11-02,d_306,2023_44,Thursday,4,11,2023,,,,,1,1,1,50.5,2.82,299.61,4.34
2023-11-03,d_307,2023_44,Friday,5,11,2023,,,,,1,1,1,53.9,2.83,300.29,4.3
2023-11-04,d_308,2023_44,Saturday,6,11,2023,,,,,1,1,1,61.8,2.81,301.02,4.45
2023-11-05,d_309,2023_44,Sunday,7,11,2023,,,,,1,1,1,58.0,2.8,300.77,4.31
2023-11-06,d_310,2023_45,Monday,1,11,2023,,,,,1,1,1,63.6,2.91,300.66,4.31
2023-11-07,d_311,2023_45,Tuesday,2,11,2023,,,,,1,1,1,60.6,2.87,300.98,4.25
2023-11-08,d_312,2023_45,Wednesday,3,11,2023,,,,,0,0,0,56.7,2.91,300.79,4.41
2023-11-09,d_313,2023_45,Thursday,4,11,2023,,,,,0,0,0,63.0,2.85,301.1,4.4
2023-11-10,d_314,2023_45,Friday,5,11,2023,,,,,0,0,0,56.3,2.9,301.0,4.47
2023-11-11,d_315,2023_45,Saturday,6,11,2023,,,,,0,0,0,58.0,2.82,301.26,4.29
2023-11-12,d_316,2023_45,Sunday,7,11,2023,,,,,0,0,0,52.2,3.04,300.81,4.43
2023-11-13,d_317,2023_46,Monday,1,11,2023,,,,,0,0,0,53.8,2.73,301.05,4.37
2023-11-14,d_318,2023_46,Tuesday,2,11,2023,,,,,0,0,0,49.8,2.96,300.58,4.41
2023-11-15,d_319,2023_46,Wednesday,3,11,2023,,,,,0,0,0,58.1,2.97,300.48,4.29
2023-11-16,d_320,2023_46,Thursday,4,11,2023,,,,,0,0,0,47.1,2.8,301.42,4.45
2023-11-17,d_321,2023_46,Friday,5,11,2023,,,,,0,0,0,56.7,3.04,300.85,4.42
2023-11-18,d_322,2023_46,Saturday,6,11,2023,,,,,0,0,0,51.7,2.95,301.1,4.38
2023-11-19,d_323,2023_46,Sunday,7,11,2023,,,,,0,0,0,58.3,2.95,300.85,4.42
2023-11-20,d_324,2023_47,Monday,1,11,2023,,,,,0,0,0,56.1,2.87,300.58,4.36
2023-11-21,d_325,2023_47,Tuesday,2,11,2023,,,,,0,0,0,61.3,2.86,300.84,4.37
2023-11-22,d_326,2023_47,Wednesday,3,11,2023,,,,,0,0,0,55.7,2.86,301.42,4.38
2023-11-23,d_327,2023_47,Thursday,4,11,2023,,,,,0,0,0,44.0,2.91,301.09,4.31
2023-11-24,d_328,2023_47,Friday,5,11,2023,BlackFriday,National,,,0,0,0,51.4,2.99,300.2,4.45
2023-11-25,d_329,2023_47,Saturday,6,11,2023,Thanksgiving,National,,,0,0,0,45.8,2.9,300.82,4.48
2023-11-26,d_330,2023_47,Sunday,7,11,2023,,,,,0,0,0,48.9,2.81,301.63,4.39
2023-11-27,d_331,2023_48,Monday,1,11,2023,CyberMonday,National,,,0,0,0,58.9,2.95,300.85,4.44
2023-11-28,d_332,2023_48,Tuesday,2,11,2023,,,,,0,0,0,54.5,2.96,300.24,4.42
2023-11-29,d_333,2023_48,Wednesday,3,11,2023,,,,,0,0,0,47.7,2.95,301.73,4.45
2023-11-30,d_334,2023_48,Thursday,4,11,2023,,,,,0,0,0,46.0,2.96,301.27,4.41
2023-12-01,d_335,2023_48,Friday,5,12,2023,,,,,1,0,1,51.1,2.88,300.98,4.4
2023-12-02,d_336,2023_48,Saturday,6,12,2023,,,,,1,0,1,44.8,2.83,300.88,4.5
2023-12-03,d_337,2023_48,Sunday,7,12,2023,,,,,1,0,1,47.4,2.84,301.48,4.45
2023-12-04,d_338,2023_49,Monday,1,12,2023,,,,,1,0,1,52.2,2.78,300.85,4.56
2023-12-05,d_339,2023_49,Tuesday,2,12,2023,,,,,1,0,1,56.4,2.93,301.54,4.46
2023-12-06,d_340,2023_49,Wednesday,3,12,2023,,,,,1,0,1,53.6,2.91,301.32,4.42
2023-12-07,d_341,2023_49,Thursday,4,12,2023,,,,,1,0,1,39.0,2.88,301.22,4.53
2023-12-08,d_342,2023_49,Friday,5,12,2023,,,,,0,0,0,51.9,2.69,301.2,4.5
2023-12-09,d_343,2023_49,Saturday,6,12,2023,,,,,0,0,0,50.7,2.83,301.09,4.51
2023-12-10,d_344,2023_49,Sunday,7,12,2023,,,,,0,0,0,52.3,3.02,301.59,4.54
2023-12-11,d_345,2023_50,Monday,1,12,2023,,,,,0,0,0,58.3,2.88,300.85,4.45
2023-12-12,d_346,2023_50,Tuesday,2,12,2023,,,,,0,0,0,39.9,2.97,300.56,4.48
2023-12-13,d_347,2023_50,Wednesday,3,12,2023,,,,,0,0,0,47.2,2.83,301.47,4.48
2023-12-14,d_348,2023_50,Thursday,4,12,2023,,,,,0,0,0,53.0,3.06,301.5,4.43
2023-12-15,d_349,2023_50,Friday,5,12,2023,,,,,0,0,0,42.2,2.94,301.46,4.49
2023-12-16,d_350,2023_50,Saturday,6,12,2023,,,,,0,0,0,57.4,2.98,301.45,4.57
2023-12-17,d_351,2023_50,Sunday,7,12,2023,,,,,0,0,0,51.9,3.14,301.17,4.52
2023-12-18,d_352,2023_51,Monday,1,12,2023,,,,,0,0,0,54.2,3.08,301.63,4.44
2023-12-19,d_353,2023_51,Tuesday,2,12,2023,,,,,0,0,0,47.1,2.94,301.32,4.44
2023-12-20,d_354,2023_51,Wednesday,3,12,2023,,,,,0,0,0,54.1,2.92,301.16,4.6
2023-12-21,d_355,2023_51,Thursday,4,12,2023,,,,,0,0,0,55.3,2.95,301.25,4.52
2023-12-22,d_356,2023_51,Friday,5,12,2023,,,,,0,0,0,51.2,3.02,302.2,4.49
2023-12-23,d_357,2023_51,Saturday,6,12,2023,,,,,0,0,0,51.2,2.98,300.71,4.52
2023-12-24,d_358,2023_51,Sunday,7,12,2023,,,,,0,0,0,51.4,2.96,301.63,4.46
2023-12-25,d_359,2023_52,Monday,1,12,2023,Christmas,National,,,0,0,0,45.8,3.11,300.77,4.61
2023-12-26,d_360,2023_52,Tuesday,2,12,2023,,,,,0,0,0,49.4,2.99,301.42,4.52
2023-12-27,d_361,2023_52,Wednesday,3,12,2023,,,,,0,0,0,49.4,3.19,301.31,4.61
2023-12-28,d_362,2023_52,Thursday,4,12,2023,,,,,0,0,0,52.1,3.02,300.66,4.55
2023-12-29,d_363,2023_52,Friday,5,12,2023,,,,,0,0,0,55.2,3.16,301.67,4.62
2023-12-30,d_364,2023_52,Saturday,6,12,2023,,,,,0,0,0,45.0,3.05,301.38,4.57
2023-12-31,d_365,2023_52,Sunday,7,12,2023,NewYearEve,National,,,0,0,0,49.7,3.1,300.71,4.6
2024-01-01,d_366,2024_01,Monday,1,1,2024,NewYear,National,,,1,0,1,57.8,2.97,301.91,4.6
2024-01-02,d_367,2024_01,Tuesday,2,1,2024,,,,,1,0,1,46.8,2.97,302.16,4.6
2024-01-03,d_368,2024_01,Wednesday,3,1,2024,,,,,1,0,1,46.4,3.08,302.2,4.59
2024-01-04,d_369,2024_01,Thursday,4,1,2024,,,,,1,0,1,51.6,3.13,301.77,4.56
2024-01-05,d_370,2024_01,Friday,5,1,2024,,,,,1,0,1,54.9,3.06,301.66,4.67
2024-01-06,d_371,2024_01,Saturday,6,1,2024,,,,,1,0,1,50.8,2.96,302.19,4.53
2024-01-07,d_372,2024_01,Sunday,7,1,2024,,,,,1,0,1,57.5,2.96,302.35,4.58
2024-01-08,d_373,2024_02,Monday,1,1,2024,,,,,0,0,0,55.3,2.96,302.15,4.58
2024-01-09,d_374,2024_02,Tuesday,2,1,2024,,,,,0,0,0,55.3,2.93,301.34,4.61
2024-01-10,d_375,2024_02,Wednesday,3,1,2024,,,,,0,0,0,54.0,3.09,301.81,4.57
2024-01-11,d_376,2024_02,Thursday,4,1,2024,,,,,0,0,0,62.9,3.18,301.93,4.61
2024-01-12,d_377,2024_02,Friday,5,1,2024,,,,,0,0,0,50.4,3.09,301.04,4.59
2024-01-13,d_378,2024_02,Saturday,6,1,2024,,,,,0,0,0,41.5,2.92,301.97,4.52
2024-01-14,d_379,2024_02,Sunday,7,1,2024,,,,,0,0,0,59.7,3.09,302.71,4.6
2024-01-15,d_380,2024_03,Monday,1,1,2024,,,,,0,0,0,49.5,3.1,302.08,4.55
2024-01-16,d_381,2024_03,Tuesday,2,1,2024,,,,,0,0,0,52.5,3.28,302.43,4.52
2024-01-17,d_382,2024_03,Wednesday,3,1,2024,,,,,0,0,0,58.6,3.01,301.93,4.61
2024-01-18,d_383,2024_03,Thursday,4,1,2024,,,,,0,0,0,44.2,3.1,301.85,4.63
2024-01-19,d_384,2024_03,Friday,5,1,2024,,,,,0,0,0,46.1,3.27,302.05,4.64
2024-01-20,d_385,2024_03,Saturday,6,1,2024,,,,,0,0,0,44.5,3.18,301.59,4.64
2024-01-21,d_386,2024_03,Sunday,7,1,2024,,,,,0,0,0,48.7,3.19,301.54,4.52
2024-01-22,d_387,2024_04,Monday,1,1,2024,,,,,0,0,0,55.1,3.16,302.45,4.55
2024-01-23,d_388,2024_04,Tuesday,2,1,2024,,,,,0,0,0,55.7,3.18,302.51,4.72
2024-01-24,d_389,2024_04,Wednesday,3,1,2024,,,,,0,0,0,54.6,3.23,301.59,4.57
2024-01-25,d_390,2024_04,Thursday,4,1,2024,,,,,0,0,0,46.3,3.11,302.39,4.66
2024-01-26,d_391,2024_04,Friday,5,1,2024,,,,,0,0,0,42.0,3.25,301.99,4.59
2024-01-27,d_392,2024_04,Saturday,6,1,2024,,,,,0,0,0,54.0,3.07,302.17,4.63
2024-01-28,d_393,2024_04,Sunday,7,1,2024,,,,,0,0,0,51.6,3.21,302.24,4.6
2024-01-29,d_394,2024_05,Monday,1,1,2024,,,,,0,0,0,56.5,3.21,302.47,4.66
2024-01-30,d_395,2024_05,Tuesday,2,1,2024,,,,,0,0,0,57.9,3.15,302.13,4.64
2024-01-31,d_396,2024_05,Wednesday,3,1,2024,,,,,0,0,0,55.3,3.2,302.67,4.61
2024-02-01,d_397,2024_05,Thursday,4,2,2024,,,,,1,1,1,58.6,3.16,302.25,4.58
2024-02-02,d_398,2024_05,Friday,5,2,2024,,,,,1,1,1,56.1,3.13,302.4,4.65
2024-02-03,d_399,2024_05,Saturday,6,2,2024,,,,,1,1,1,57.8,3.2,301.83,4.58
2024-02-04,d_400,2024_05,Sunday,7,2,2024,,,,,1,1,1,51.9,3.14,303.05,4.66
2024-02-05,d_401,2024_06,Monday,1,2,2024,,,,,1,1,1,54.7,3.26,302.39,4.77
2024-02-06,d_402,2024_06,Tuesday,2,2,2024,,,,,1,1,1,56.9,3.15,302.5,4.71
2024-02-07,d_403,2024_06,Wednesday,3,2,2024,,,,,1,1,1,60.2,3.3,301.59,4.68
2024-02-08,d_404,2024_06,Thursday,4,2,2024,,,,,0,0,0,54.4,3.16,301.92,4.64
2024-02-09,d_405,2024_06,Friday,5,2,2024,,,,,0,0,0,59.2,3.21,302.77,4.55
2024-02-10,d_406,2024_06,Saturday,6,2,2024,,,,,0,0,0,55.5,3.22,302.4,4.58
2024-02-11,d_407,2024_06,Sunday,7,2,2024,,,,,0,0,0,56.5,3.38,301.54,4.71
2024-02-12,d_408,2024_07,Monday,1,2,2024,,,,,0,0,0,61.4,3.3,302.74,4.61
2024-02-13,d_409,2024_07,Tuesday,2,2,2024,,,,,0,0,0,47.6,3.27,302.13,4.61
2024-02-14,d_410,2024_07,Wednesday,3,2,2024,Valentines,National,,,0,0,0,51.3,3.33,302.93,4.64
2024-02-15,d_411,2024_07,Thursday,4,2,2024,,,,,0,0,0,50.7,3.13,302.34,4.6
2024-02-16,d_412,2024_07,Friday,5,2,2024,,,,,0,0,0,46.7,3.3,302.48,4.59
2024-02-17,d_413,2024_07,Saturday,6,2,2024,,,,,0,0,0,55.2,3.47,302.89,4.65
2024-02-18,d_414,2024_07,Sunday,7,2,2024,,,,,0,0,0,62.6,3.32,302.08,4.61
2024-02-19,d_415,2024_08,Monday,1,2,2024,,,,,0,0,0,57.7,3.32,302.05,4.61
2024-02-20,d_416,2024_08,Tuesday,2,2,2024,,,,,0,0,0,60.4,3.37,302.39,4.61
2024-02-21,d_417,2024_08,Wednesday,3,2,2024,,,,,0,0,0,65.1,3.4,302.82,4.68
2024-02-22,d_418,2024_08,Thursday,4,2,2024,,,,,0,0,0,66.6,3.18,301.97,4.64
2024-02-23,d_419,2024_08,Friday,5,2,2024,,,,,0,0,0,59.9,3.21,301.86,4.64
2024-02-24,d_420,2024_08,Saturday,6,2,2024,,,,,0,0,0,67.3,3.36,302.87,4.68
2024-02-25,d_421,2024_08,Sunday,7,2,2024,,,,,0,0,0,61.2,3.29,302.32,4.64
2024-02-26,d_422,2024_09,Monday,1,2,2024,,,,,0,0,0,56.9,3.46,302.42,4.63
2024-02-27,d_423,2024_09,Tuesday,2,2,2024,,,,,0,0,0,58.4,3.34,301.85,4.67
2024-02-28,d_424,2024_09,Wednesday,3,2,2024,,,,,0,0,0,54.2,3.21,302.34,4.68
2024-02-29,d_425,2024_09,Thursday,4,2,2024,,,,,0,0,0,57.5,3.27,302.63,4.64
2024-03-01,d_426,2024_09,Friday,5,3,2024,,,,,1,1,1,60.4,3.16,303.02,4.65
2024-03-02,d_427,2024_09,Saturday,6,3,2024,,,,,1,1,1,66.5,3.36,302.36,4.61
2024-03-03,d_428,2024_09,Sunday,7,3,2024,,,,,1,1,1,71.4,3.37,303.35,4.6
2024-03-04,d_429,2024_10,Monday,1,3,2024,,,,,1,1,1,56.2,3.36,302.43,4.68
2024-03-05,d_430,2024_10,Tuesday,2,3,2024,,,,,1,1,1,65.4,3.48,302.45,4.67
2024-03-06,d_431,2024_10,Wednesday,3,3,2024,,,,,1,1,1,58.5,3.5,303.35,4.66
2024-03-07,d_432,2024_10,Thursday,4,3,2024,,,,,1,1,1,66.4,3.39,302.84,4.65
2024-03-08,d_433,2024_10,Friday,5,3,2024,,,,,0,0,0,63.7,3.24,302.56,4.64
2024-03-09,d_434,2024_10,Saturday,6,3,2024,,,,,0,0,0,55.5,3.47,302.73,4.67
2024-03-10,d_435,2024_10,Sunday,7,3,2024,,,,,0,0,0,69.6,3.47,303.35,4.68
2024-03-11,d_436,2024_11,Monday,1,3,2024,,,,,0,0,0,62.2,3.45,303.42,4.68
2024-03-12,d_437,2024_11,Tuesday,2,3,2024,,,,,0,0,0,62.9,3.51,302.52,4.63
2024-03-13,d_438,2024_11,Wednesday,3,3,2024,,,,,0,0,0,60.5,3.34,302.85,4.7
2024-03-14,d_439,2024_11,Thursday,4,3,2024,,,,,0,0,0,62.9,3.6,302.92,4.64
2024-03-15,d_440,2024_11,Friday,5,3,2024,,,,,0,0,0,68.6,3.37,302.51,4.66
2024-03-16,d_441,2024_11,Saturday,6,3,2024,,,,,0,0,0,65.8,3.51,302.9,4.64
2024-03-17,d_442,2024_11,Sunday,7,3,2024,,,,,0,0,0,68.7,3.32,302.94,4.64
2024-03-18,d_443,2024_12,Monday,1,3,2024,,,,,0,0,0,69.2,3.38,303.41,4.59
2024-03-19,d_444,2024_12,Tuesday,2,3,2024,,,,,0,0,0,74.3,3.58,303.46,4.66
2024-03-20,d_445,2024_12,Wednesday,3,3,2024,,,,,0,0,0,66.3,3.44,302.86,4.76
2024-03-21,d_446,2024_12,Thursday,4,3,2024,,,,,0,0,0,60.9,3.54,302.92,4.6
2024-03-22,d_447,2024_12,Friday,5,3,2024,,,,,0,0,0,74.0,3.49,303.29,4.62
2024-03-23,d_448,2024_12,Saturday,6,3,2024,,,,,0,0,0,67.3,3.47,302.81,4.59
2024-03-24,d_449,2024_12,Sunday,7,3,2024,,,,,0,0,0,74.8,3.59,303.3,4.59
2024-03-25,d_450,2024_13,Monday,1,3,2024,,,,,0,0,0,71.5,3.46,303.05,4.69
2024-03-26,d_451,2024_13,Tuesday,2,3,2024,,,,,0,0,0,69.2,3.34,302.71,4.57
2024-03-27,d_452,2024_13,Wednesday,3,3,2024,,,,,0,0,0,71.9,3.43,302.74,4.58
2024-03-28,d_453,2024_13,Thursday,4,3,2024,,,,,0,0,0,80.2,3.54,303.71,4.52
2024-03-29,d_454,2024_13,Friday,5,3,2024,,,,,0,0,0,81.2,3.53,303.09,4.56
2024-03-30,d_455,2024_13,Saturday,6,3,2024,,,,,0,0,0,71.4,3.38,303.83,4.51
2024-03-31,d_456,2024_13,Sunday,7,3,2024,,,,,0,0,0,72.2,3.45,302.98,4.63
2024-04-01,d_457,2024_14,Monday,1,4,2024,,,,,1,1,0,77.1,3.46,303.32,4.73
2024-04-02,d_458,2024_14,Tuesday,2,4,2024,,,,,1,1,0,67.8,3.48,304.18,4.57
2024-04-03,d_459,2024_14,Wednesday,3,4,2024,,,,,1,1,0,74.0,3.4,302.82,4.5
2024-04-04,d_460,2024_14,Thursday,4,4,2024,,,,,1,1,0,72.5,3.46,302.5,4.63
2024-04-05,d_461,2024_14,Friday,5,4,2024,,,,,1,1,0,74.5,3.46,303.79,4.54
2024-04-06,d_462,2024_14,Saturday,6,4,2024,,,,,1,1,0,69.0,3.58,302.97,4.64
2024-04-07,d_463,2024_14,Sunday,7,4,2024,,,,,1,1,0,65.5,3.59,303.31,4.56
2024-04-08,d_464,2024_15,Monday,1,4,2024,,,,,0,0,0,63.4,3.51,303.1,4.54
2024-04-09,d_465,2024_15,Tuesday,2,4,2024,,,,,0,0,0,68.5,3.5,303.46,4.56
2024-04-10,d_466,2024_15,Wednesday,3,4,2024,,,,,0,0,0,72.1,3.54,302.99,4.6
2024-04-11,d_467,2024_15,Thursday,4,4,2024,,,,,0,0,0,73.2,3.47,303.32,4.55
2024-04-12,d_468,2024_15,Friday,5,4,2024,,,,,0,0,0,84.6,3.44,303.59,4.53
2024-04-13,d_469,2024_15,Saturday,6,4,2024,,,,,0,0,0,80.8,3.46,303.02,4.54
2024-04-14,d_470,2024_15,Sunday,7,4,2024,,,,,0,0,0,70.7,3.49,303.16,4.49
2024-04-15,d_471,2024_16,Monday,1,4,2024,,,,,0,0,0,77.5,3.44,303.32,4.57
2024-04-16,d_472,2024_16,Tuesday,2,4,2024,,,,,0,0,0,74.0,3.55,302.91,4.45
2024-04-17,d_473,2024_16,Wednesday,3,4,2024,,,,,0,0,0,74.9,3.6,303.33,4.52
2024-04-18,d_474,2024_16,Thursday,4,4,2024,,,,,0,0,0,77.5,3.42,303.56,4.57
2024-04-19,d_475,2024_16,Friday,5,4,2024,,,,,0,0,0,80.0,3.55,303.37,4.55
2024-04-20,d_476,2024_16,Saturday,6,4,2024,,,,,0,0,0,75.5,3.53,303.44,4.56
2024-04-21,d_477,2024_16,Sunday,7,4,2024,,,,,0,0,0,82.7,3.57,303.56,4.52
2024-04-22,d_478,2024_17,Monday,1,4,2024,,,,,0,0,0,72.0,3.55,303.32,4.58
2024-04-23,d_479,2024_17,Tuesday,2,4,2024,,,,,0,0,0,78.0,3.43,303.88,4.56
2024-04-24,d_480,2024_17,Wednesday,3,4,2024,,,,,0,0,0,91.2,3.45,304.2,4.54
2024-04-25,d_481,2024_17,Thursday,4,4,2024,,,,,0,0,0,79.6,3.55,303.45,4.56
2024-04-26,d_482,2024_17,Friday,5,4,2024,,,,,0,0,0,85.9,3.63,303.85,4.54
2024-04-27,d_483,2024_17,Saturday,6,4,2024,,,,,0,0,0,79.4,3.37,303.58,4.48
2024-04-28,d_484,2024_17,Sunday,7,4,2024,,,,,0,0,0,82.1,3.58,303.84,4.43
2024-04-29,d_485,2024_18,Monday,1,4,2024,,,,,0,0,0,79.1,3.65,304.34,4.52
2024-04-30,d_486,2024_18,Tuesday,2,4,2024,,,,,0,0,0,78.8,3.54,303.93,4.52
2024-05-01,d_487,2024_18,Wednesday,3,5,2024,,,,,1,1,1,76.0,3.59,303.04,4.54
2024-05-02,d_488,2024_18,Thursday,4,5,2024,,,,,1,1,1,82.3,3.49,303.95,4.44
2024-05-03,d_489,2024_18,Friday,5,5,2024,,,,,1,1,1,76.1,3.54,304.28,4.43
2024-05-04,d_490,2024_18,Saturday,6,5,2024,,,,,1,1,1,83.9,3.42,303.71,4.5
2024-05-05,d_491,2024_18,Sunday,7,5,2024,,,,,1,1,1,86.2,3.36,304.22,4.47
2024-05-06,d_492,2024_19,Monday,1,5,2024,,,,,1,1,1,82.9,3.62,303.56,4.37
2024-05-07,d_493,2024_19,Tuesday,2,5,2024,,,,,1,1,1,79.8,3.47,303.26,4.48
2024-05-08,d_494,2024_19,Wednesday,3,5,2024,,,,,0,0,0,83.7,3.51,303.93,4.37
2024-05-09,d_495,2024_19,Thursday,4,5,2024,,,,,0,0,0,80.1,3.44,303.19,4.41
2024-05-10,d_496,2024_19,Friday,5,5,2024,,,,,0,0,0,86.5,3.43,303.81,4.52
2024-05-11,d_497,2024_19,Saturday,6,5,2024,,,,,0,0,0,72.9,3.53,304.44,4.54
2024-05-12,d_498,2024_19,Sunday,7,5,2024,,,,,0,0,0,80.6,3.48,303.18,4.38
2024-05-13,d_499,2024_20,Monday,1,5,2024,,,,,0,0,0,72.5,3.57,303.45,4.42
2024-05-14,d_500,2024_20,Tuesday,2,5,2024,,,,,0,0,0,75.1,3.58,303.57,4.43
2024-05-15,d_501,2024_20,Wednesday,3,5,2024,,,,,0,0,0,89.6,3.56,303.97,4.52
2024-05-16,d_502,2024_20,Thursday,4,5,2024,,,,,0,0,0,87.4,3.56,303.87,4.4
2024-05-17,d_503,2024_20,Friday,5,5,2024,,,,,0,0,0,79.5,3.66,304.6,4.4
2024-05-18,d_504,2024_20,Saturday,6,5,2024,,,,,0,0,0,75.8,3.45,304.44,4.49
2024-05-19,d_505,2024_20,Sunday,7,5,2024,,,,,0,0,0,68.6,3.53,304.27,4.39
2024-05-20,d_506,2024_21,Monday,1,5,2024,,,,,0,0,0,80.9,3.62,304.15,4.44
2024-05-21,d_507,2024_21,Tuesday,2,5,2024,,,,,0,0,0,95.9,3.63,304.27,4.33
2024-05-22,d_508,2024_21,Wednesday,3,5,2024,,,,,0,0,0,86.1,3.41,303.78,4.39
2024-05-23,d_509,2024_21,Thursday,4,5,2024,,,,,0,0,0,81.3,3.5,304.49,4.31
2024-05-24,d_510,2024_21,Friday,5,5,2024,,,,,0,0,0,86.5,3.63,303.72,4.34
2024-05-25,d_511,2024_21,Saturday,6,5,2024,,,,,0,0,0,76.5,3.56,304.51,4.43
